,Account Length,Area Code,Churn?,CustServ Calls,Day Calls,Day Charge,Day Mins,Eve Calls,Eve Charge,Eve Mins,Int'l Plan,Intl Calls,Intl Charge,Intl Mins,Night Calls,Night Charge,Night Mins,Phone,State,VMail Message,VMail Plan
771,77,510,False.,0,112,32.220000,189.500000,95,17.600000,207.000000,no,7,2.480000,9.200000,91,9.630000,214.100000,356-3403,ID,0,no
772,127,408,True.,1,110,30.070000,176.900000,100,14.270000,167.900000,yes,2,2.080000,7.700000,138,8.200000,182.200000,371-9457,MA,0,no
773,80,415,False.,1,99,27.390000,161.100000,81,16.900000,198.800000,no,4,2.860000,10.600000,116,10.280000,228.400000,391-8087,OR,0,no
774,106,510,False.,1,107,28.800000,169.400000,71,16.760000,197.200000,no,4,2.890000,10.700000,79,9.100000,202.200000,392-6420,MT,0,no
775,61,415,False.,0,133,43.250000,254.400000,96,13.740000,161.700000,no,4,2.840000,10.500000,91,11.310000,251.400000,399-4094,AL,20,yes
776,135,510,False.,2,54,21.710000,127.700000,105,18.280000,215.000000,yes,4,1.570000,5.800000,84,10.540000,234.300000,378-4013,ND,24,yes
777,115,415,False.,6,107,28.990000,170.500000,77,18.460000,217.200000,no,5,3.670000,13.600000,71,10.160000,225.700000,386-6306,LA,26,yes
778,167,408,False.,2,100,37.250000,219.100000,90,20.650000,242.900000,yes,4,2.730000,10.100000,101,7.600000,168.900000,359-3618,ND,0,no
779,107,510,False.,2,104,46.500000,273.500000,68,15.620000,183.800000,yes,9,2.970000,11.000000,67,6.920000,153.800000,340-8875,MS,0,no
780,112,415,False.,1,138,27.520000,161.900000,114,17.080000,200.900000,yes,4,2.890000,10.700000,134,6.030000,134.000000,330-2693,WV,0,no
781,35,510,False.,1,87,41.090000,241.700000,101,12.070000,142.000000,no,4,2.540000,9.400000,68,13.000000,288.900000,403-7627,WI,27,yes
782,103,408,False.,3,124,10.680000,62.800000,66,14.480000,170.400000,yes,4,2.540000,9.400000,78,12.610000,280.200000,342-3678,KS,0,no
783,107,415,False.,1,83,47.790000,281.100000,130,12.210000,143.700000,no,9,3.020000,11.200000,128,10.770000,239.400000,344-9943,MO,22,yes
784,69,415,False.,3,70,38.790000,228.200000,80,22.410000,263.700000,no,5,2.890000,10.700000,60,6.420000,142.600000,390-5686,PA,0,no
785,85,408,False.,0,82,35.670000,209.800000,94,16.530000,194.500000,no,3,3.050000,11.300000,85,9.020000,200.400000,358-5826,SD,0,no
786,24,408,True.,2,86,45.150000,265.600000,102,17.750000,208.800000,no,6,3.000000,11.100000,105,8.210000,182.500000,393-7826,NJ,0,no
787,90,415,False.,2,97,36.530000,214.900000,117,10.010000,117.800000,no,2,3.190000,11.800000,78,6.020000,133.700000,335-9786,AL,0,no
788,137,510,False.,3,79,18.790000,110.500000,111,18.970000,223.200000,no,3,2.840000,10.500000,64,7.630000,169.500000,368-9860,ME,0,no
789,92,415,False.,0,88,47.790000,281.100000,103,16.830000,198.000000,yes,3,2.030000,7.500000,76,4.240000,94.300000,416-9522,AZ,45,yes
790,38,415,False.,2,86,23.430000,137.800000,76,24.340000,286.300000,no,3,3.810000,14.100000,77,7.520000,167.000000,416-7307,VT,0,no
791,69,510,True.,1,98,46.160000,271.500000,102,21.540000,253.400000,yes,2,2.210000,8.200000,85,7.440000,165.400000,397-6789,NV,33,yes
792,45,408,False.,2,108,19.180000,112.800000,120,18.600000,218.800000,no,3,2.430000,9.000000,106,10.810000,240.200000,335-9501,WI,0,no
793,73,408,False.,1,118,31.840000,187.300000,90,20.370000,239.700000,no,2,4.080000,15.100000,108,7.540000,167.500000,388-1250,HI,0,no
794,92,415,False.,1,84,33.490000,197.000000,105,22.890000,269.300000,no,4,2.920000,10.800000,105,7.150000,158.900000,386-1374,DE,0,no
795,113,415,False.,1,89,30.670000,180.400000,124,11.000000,129.400000,no,2,2.270000,8.400000,124,7.510000,166.900000,346-8112,AZ,32,yes
796,68,408,True.,1,126,25.250000,148.500000,125,18.650000,219.400000,yes,7,3.920000,14.500000,121,8.930000,198.500000,364-9040,VA,0,no
797,135,415,False.,2,113,33.510000,197.100000,95,22.050000,259.400000,no,5,3.940000,14.600000,135,6.060000,134.700000,366-3944,GA,22,yes
798,100,415,False.,1,115,26.130000,153.700000,146,11.710000,137.800000,no,5,4.290000,15.900000,104,9.610000,213.500000,331-9861,AZ,26,yes
799,96,415,False.,1,96,44.420000,261.300000,101,18.780000,220.900000,no,2,3.050000,11.300000,97,8.070000,179.400000,330-2881,MN,27,yes
800,108,510,False.,1,102,41.850000,246.200000,134,17.200000,202.400000,no,5,2.540000,9.400000,95,8.100000,180.100000,402-9558,ME,0,no
801,84,510,False.,0,88,32.470000,191.000000,119,27.100000,318.800000,no,4,1.760000,6.500000,79,11.130000,247.300000,341-3180,FL,0,no
802,134,408,False.,1,86,35.410000,208.300000,89,21.560000,253.600000,no,3,3.400000,12.600000,86,13.100000,291.000000,371-8598,WA,0,no
803,72,415,False.,0,73,43.010000,253.000000,78,18.640000,219.300000,no,4,2.650000,9.800000,89,9.490000,210.800000,398-8385,MT,0,no
804,83,408,False.,0,87,34.390000,202.300000,111,17.130000,201.500000,no,4,1.840000,6.800000,82,4.580000,101.700000,333-4154,AL,0,no
805,137,408,False.,0,120,29.650000,174.400000,98,13.290000,156.300000,no,5,2.750000,10.200000,121,6.140000,136.500000,330-3589,WV,0,no
806,56,415,False.,1,89,21.610000,127.100000,116,14.630000,172.100000,no,3,3.270000,12.100000,111,8.760000,194.600000,417-1477,GA,30,yes
807,61,510,False.,0,76,24.400000,143.500000,58,20.620000,242.600000,yes,3,3.050000,11.300000,95,6.650000,147.700000,327-5525,OH,16,yes
808,171,510,False.,1,94,31.770000,186.900000,138,20.400000,240.000000,no,3,1.570000,5.800000,64,9.040000,200.900000,363-8244,DE,17,yes
809,123,510,False.,1,118,32.980000,194.000000,114,20.570000,242.000000,no,4,3.270000,12.100000,108,6.580000,146.300000,419-9104,NE,0,no
810,58,510,False.,0,89,39.920000,234.800000,131,9.080000,106.800000,no,6,2.670000,9.900000,122,8.030000,178.500000,363-1560,FL,0,no
811,156,510,False.,1,96,21.030000,123.700000,80,8.760000,103.000000,no,4,3.540000,13.100000,82,8.520000,189.400000,341-4075,AK,0,no
812,166,510,False.,0,103,29.560000,173.900000,83,23.490000,276.400000,no,5,4.130000,15.300000,113,8.590000,190.800000,366-9074,WI,0,no
813,75,510,False.,1,115,22.250000,130.900000,110,17.290000,203.400000,no,4,3.350000,12.400000,68,7.730000,171.700000,367-1424,WA,41,yes
814,75,415,True.,2,102,53.480000,314.600000,86,14.430000,169.800000,no,3,1.540000,5.700000,100,12.830000,285.100000,341-1191,KY,0,no
815,83,510,False.,1,78,38.740000,227.900000,115,17.640000,207.500000,no,5,3.270000,12.100000,100,9.530000,211.700000,342-9480,OH,0,no
816,243,510,False.,2,92,16.240000,95.500000,63,13.910000,163.700000,no,6,1.780000,6.600000,118,11.890000,264.200000,355-9360,UT,0,no
817,153,408,False.,1,127,31.500000,185.300000,73,17.680000,208.000000,no,3,4.080000,15.100000,124,9.270000,206.100000,343-1538,NM,0,no
818,150,415,False.,1,133,24.870000,146.300000,95,17.230000,202.700000,no,3,3.540000,13.100000,103,10.560000,234.700000,335-2331,MN,0,no
819,92,510,False.,2,99,31.280000,184.000000,134,6.490000,76.400000,no,3,3.430000,12.700000,96,8.330000,185.100000,335-7257,WV,16,yes
820,80,415,False.,0,110,17.990000,105.800000,88,3.730000,43.900000,no,5,3.540000,13.100000,87,8.530000,189.600000,332-2137,MN,0,no
821,134,415,False.,1,110,30.260000,178.000000,64,13.070000,153.800000,no,4,3.160000,11.700000,105,10.650000,236.600000,352-2998,AL,0,no
822,77,510,False.,1,74,25.400000,149.400000,72,10.530000,123.900000,no,6,2.730000,10.100000,84,7.840000,174.300000,346-6941,PA,24,yes
823,147,510,False.,2,104,35.600000,209.400000,78,11.260000,132.500000,no,3,3.050000,11.300000,123,6.720000,149.400000,400-2203,DE,0,no
824,74,415,False.,1,105,29.260000,172.100000,99,17.990000,211.700000,no,6,3.130000,11.600000,105,8.200000,182.200000,421-2955,MO,0,no
825,138,510,False.,1,82,28.780000,169.300000,147,18.520000,217.900000,yes,9,2.540000,9.400000,77,8.290000,184.200000,331-6629,IL,0,no
826,143,415,False.,0,117,20.250000,119.100000,136,24.450000,287.700000,no,4,3.290000,12.200000,100,10.040000,223.000000,343-6314,FL,0,no
827,64,415,False.,2,147,33.010000,194.200000,87,14.740000,173.400000,no,2,1.490000,5.500000,114,12.090000,268.700000,414-6638,HI,0,no
828,120,510,False.,2,56,33.800000,198.800000,73,19.560000,230.100000,no,3,2.670000,9.900000,81,5.390000,119.800000,350-5883,ME,0,no
829,121,408,True.,3,94,28.510000,167.700000,121,7.960000,93.700000,yes,1,3.620000,13.400000,115,10.860000,241.300000,409-4447,CO,0,no
830,88,415,False.,2,86,34.370000,202.200000,93,18.430000,216.800000,no,2,3.190000,11.800000,99,10.770000,239.400000,376-4856,NH,0,no
831,87,408,True.,2,106,54.830000,322.500000,93,17.390000,204.600000,no,4,2.540000,9.400000,128,8.380000,186.200000,335-1874,SC,0,no
832,100,510,False.,0,107,36.750000,216.200000,84,18.330000,215.600000,no,3,2.750000,10.200000,127,6.230000,138.400000,397-6255,IN,0,no
833,104,415,False.,3,116,12.990000,76.400000,74,9.830000,115.600000,no,3,2.540000,9.400000,94,10.180000,226.300000,381-5047,FL,0,no
834,27,510,False.,1,75,12.360000,72.700000,117,17.730000,208.600000,no,3,2.670000,9.900000,71,2.960000,65.800000,403-6850,GA,0,no
835,81,415,False.,0,100,35.770000,210.400000,97,19.170000,225.500000,no,4,2.620000,9.700000,120,7.590000,168.700000,375-3658,IL,31,yes
836,64,510,False.,0,93,21.620000,127.200000,104,13.850000,162.900000,yes,13,2.190000,8.100000,109,11.130000,247.400000,341-2603,NC,33,yes
837,107,510,False.,1,79,34.310000,201.800000,128,25.920000,304.900000,no,8,3.210000,11.900000,133,10.150000,225.600000,342-5062,VT,28,yes
838,88,415,False.,1,78,37.320000,219.500000,94,18.880000,222.100000,no,5,4.350000,16.100000,92,8.470000,188.300000,354-1558,DC,17,yes
839,111,408,False.,3,112,16.880000,99.300000,136,22.990000,270.500000,no,6,2.430000,9.000000,94,10.140000,225.300000,351-9537,VT,0,no
840,77,415,False.,5,114,40.660000,239.200000,115,12.750000,150.000000,no,2,2.780000,10.300000,81,7.240000,160.800000,401-1252,NV,0,no
841,67,415,False.,2,58,20.550000,120.900000,88,19.980000,235.000000,yes,11,3.080000,11.400000,130,4.280000,95.100000,366-9538,OR,0,no
842,102,408,False.,1,81,38.200000,224.700000,112,11.000000,129.400000,no,6,4.270000,15.800000,109,7.540000,167.600000,364-7622,AL,0,no
843,146,408,False.,1,88,30.020000,176.600000,66,13.830000,162.700000,no,6,3.940000,14.600000,98,9.700000,215.500000,393-9918,ND,19,yes
844,144,415,False.,1,98,48.260000,283.900000,109,16.320000,192.000000,no,4,2.700000,10.000000,85,8.830000,196.300000,376-4484,FL,51,yes
845,96,415,True.,1,92,30.700000,180.600000,114,16.230000,190.900000,no,4,2.780000,10.300000,125,13.300000,295.600000,410-6791,NE,0,no
846,70,415,False.,1,101,21.400000,125.900000,102,16.690000,196.400000,no,4,2.780000,10.300000,75,11.370000,252.700000,343-2392,ND,31,yes
847,149,408,False.,0,79,40.390000,237.600000,107,16.350000,192.400000,no,9,2.460000,9.100000,111,9.330000,207.400000,408-4323,ME,0,no
848,129,415,False.,2,91,33.730000,198.400000,106,22.500000,264.700000,no,2,2.480000,9.200000,101,5.010000,111.400000,395-1718,IL,0,no
849,166,408,False.,0,110,46.630000,274.300000,109,4.500000,52.900000,no,5,2.940000,10.900000,119,11.070000,246.100000,354-9492,WA,0,no
850,136,408,True.,3,89,33.930000,199.600000,96,17.970000,211.400000,yes,4,2.970000,11.000000,84,3.260000,72.400000,367-8168,MA,0,no
851,149,510,False.,3,91,37.010000,217.700000,74,23.250000,273.500000,no,3,2.590000,9.600000,99,10.210000,226.900000,340-3500,KS,0,no
852,70,415,False.,3,96,22.900000,134.700000,90,20.050000,235.900000,no,6,2.050000,7.600000,113,11.710000,260.200000,369-4962,RI,0,no
853,120,415,False.,2,73,36.160000,212.700000,103,21.890000,257.500000,no,13,2.620000,9.700000,119,10.250000,227.800000,334-8967,MO,24,yes
854,66,510,False.,2,135,43.570000,256.300000,106,15.320000,180.200000,no,7,1.670000,6.200000,135,8.430000,187.300000,402-2377,IA,0,no
855,104,408,False.,1,133,31.210000,183.600000,98,10.260000,120.700000,no,2,3.430000,12.700000,112,9.680000,215.100000,366-3917,WY,0,no
856,160,415,False.,1,90,29.950000,176.200000,115,16.660000,196.000000,no,4,2.480000,9.200000,95,11.880000,263.900000,333-3531,NV,0,no
857,129,415,False.,1,94,34.850000,205.000000,103,14.060000,165.400000,no,8,3.160000,11.700000,81,8.320000,185.000000,333-8954,WI,37,yes
858,93,408,True.,3,114,45.540000,267.900000,74,18.960000,223.000000,no,3,3.050000,11.300000,90,11.820000,262.700000,374-9203,AL,0,no
859,169,415,False.,2,111,30.460000,179.200000,130,14.890000,175.200000,no,6,2.670000,9.900000,92,10.290000,228.600000,334-3289,HI,0,no
860,58,415,False.,1,145,25.400000,149.400000,105,16.700000,196.500000,no,3,4.020000,14.900000,108,9.430000,209.500000,353-7822,MO,0,no
861,75,510,False.,3,132,27.810000,163.600000,113,12.470000,146.700000,no,3,3.540000,13.100000,115,15.560000,345.800000,350-1422,CA,38,yes
862,45,408,False.,1,71,35.290000,207.600000,94,12.980000,152.700000,no,13,3.350000,12.400000,125,9.800000,217.800000,385-8406,MO,0,no
863,155,510,False.,3,108,28.120000,165.400000,103,15.610000,183.700000,no,4,2.400000,8.900000,108,3.610000,80.200000,380-7277,CT,0,no
864,52,415,False.,4,114,35.670000,209.800000,82,14.560000,171.300000,no,9,2.670000,9.900000,119,6.960000,154.600000,352-1798,MD,0,no
865,119,415,False.,0,128,37.420000,220.100000,133,22.800000,268.200000,no,3,3.000000,11.100000,80,6.590000,146.500000,385-7922,OH,27,yes
866,86,510,False.,1,72,24.020000,141.300000,95,13.120000,154.300000,no,5,2.210000,8.200000,91,9.480000,210.600000,353-7730,NV,0,no
867,42,408,False.,0,89,33.410000,196.500000,123,20.510000,241.300000,no,7,1.080000,4.000000,105,6.440000,143.200000,337-7163,MD,0,no
868,127,510,False.,2,114,30.750000,180.900000,118,17.810000,209.500000,yes,4,2.000000,7.400000,105,11.250000,249.900000,348-5567,NE,0,no
869,123,408,False.,0,150,17.850000,105.000000,90,21.390000,251.600000,no,5,4.020000,14.900000,93,11.610000,258.000000,420-9575,OH,0,no
870,98,510,True.,4,119,46.140000,271.400000,102,16.180000,190.400000,no,6,3.000000,11.100000,118,12.810000,284.700000,366-3358,MA,0,no
871,149,510,False.,1,79,35.140000,206.700000,122,14.840000,174.600000,no,3,2.940000,10.900000,80,10.870000,241.500000,359-9972,OK,43,yes
872,160,408,False.,1,109,28.360000,166.800000,117,20.060000,236.000000,no,1,2.510000,9.300000,77,13.840000,307.600000,387-3332,MA,0,no
873,103,415,False.,5,107,34.830000,204.900000,102,11.490000,135.200000,no,3,2.810000,10.400000,106,9.370000,208.200000,354-6960,WA,0,no
874,132,415,False.,1,128,26.280000,154.600000,106,20.880000,245.600000,no,4,2.460000,9.100000,90,6.690000,148.600000,405-3335,HI,15,yes
875,137,415,False.,1,107,21.590000,127.000000,75,27.470000,323.200000,no,2,2.030000,7.500000,127,6.480000,143.900000,379-4257,CO,0,no
876,129,415,False.,1,78,45.460000,267.400000,85,17.360000,204.200000,yes,4,1.590000,5.900000,146,5.030000,111.700000,355-4992,FL,0,no
877,62,415,False.,1,66,47.770000,281.000000,108,13.650000,160.600000,no,0,0.000000,0.000000,74,3.510000,77.900000,383-6373,WI,0,no
878,122,510,False.,4,96,46.040000,270.800000,110,18.730000,220.400000,no,8,3.190000,11.800000,104,7.650000,169.900000,382-7993,ID,33,yes
879,32,408,False.,1,82,29.100000,171.200000,102,15.780000,185.600000,no,7,2.750000,10.200000,64,9.150000,203.300000,422-5865,WY,0,no
880,86,510,False.,3,82,21.100000,124.100000,120,17.220000,202.600000,no,8,1.810000,6.700000,119,13.030000,289.600000,410-9961,GA,0,no
881,130,415,False.,1,113,27.680000,162.800000,111,24.680000,290.300000,no,3,1.940000,7.200000,140,5.170000,114.900000,343-9946,FL,0,no
882,42,408,False.,1,84,24.870000,146.300000,113,21.750000,255.900000,no,12,2.160000,8.000000,117,2.030000,45.000000,357-7060,WY,0,no
883,73,415,False.,2,85,43.320000,254.800000,80,12.190000,143.400000,no,7,4.050000,15.000000,102,6.930000,153.900000,355-9541,DE,0,no
884,66,408,False.,2,108,43.330000,254.900000,135,20.670000,243.200000,no,3,1.460000,5.400000,95,8.590000,190.800000,378-4145,ME,26,yes
885,103,510,False.,0,124,18.310000,107.700000,104,16.060000,188.900000,no,3,2.400000,8.900000,98,8.830000,196.200000,386-2317,DC,31,yes
886,128,408,False.,1,75,27.000000,158.800000,91,22.510000,264.800000,no,7,2.050000,7.600000,77,12.150000,270.000000,335-8146,IA,0,no
887,104,415,False.,2,113,31.090000,182.900000,85,20.370000,239.600000,no,4,1.490000,5.500000,104,10.340000,229.800000,377-2235,CO,0,no
888,103,415,False.,0,112,33.750000,198.500000,90,3.610000,42.500000,no,5,3.350000,12.400000,124,8.060000,179.200000,386-9141,MN,0,no
889,124,415,False.,0,72,30.330000,178.400000,134,19.860000,233.600000,no,2,3.240000,12.000000,91,8.070000,179.400000,416-5623,VT,0,no
890,87,510,False.,1,91,18.850000,110.900000,115,13.470000,158.500000,no,5,1.670000,6.200000,131,9.340000,207.500000,327-3053,AZ,0,no
891,109,415,True.,1,85,28.370000,166.900000,92,18.800000,221.200000,no,4,3.320000,12.300000,97,8.880000,197.300000,395-6195,LA,27,yes
892,167,415,False.,2,91,41.620000,244.800000,105,5.170000,60.800000,yes,3,2.890000,10.700000,110,7.950000,176.700000,397-8772,MO,0,no
893,97,510,True.,4,96,20.540000,120.800000,101,14.430000,169.800000,no,3,3.210000,11.900000,63,8.730000,194.100000,346-7656,ME,0,no
894,106,415,False.,2,118,28.100000,165.300000,101,17.850000,210.000000,no,3,2.300000,8.500000,93,8.420000,187.200000,343-2350,MD,0,no
895,125,415,False.,2,113,21.540000,126.700000,131,13.220000,155.500000,no,7,3.890000,14.400000,112,9.280000,206.200000,372-4722,VT,0,no
896,108,408,False.,0,106,36.700000,215.900000,107,17.050000,200.600000,no,7,4.190000,15.500000,107,8.790000,195.400000,399-8615,DC,35,yes
897,125,415,False.,1,132,23.820000,140.100000,126,17.820000,209.600000,no,2,2.160000,8.000000,77,11.880000,264.100000,379-8248,WY,0,no
898,89,415,False.,1,113,35.680000,209.900000,104,21.230000,249.800000,no,7,2.350000,8.700000,92,10.090000,224.200000,414-6219,VA,32,yes
899,72,510,False.,0,114,23.770000,139.800000,91,11.750000,138.200000,yes,6,1.490000,5.500000,88,9.950000,221.000000,387-1343,VA,29,yes
900,23,510,True.,2,107,54.670000,321.600000,115,21.390000,251.600000,no,3,3.050000,11.300000,158,6.350000,141.100000,370-5527,CT,0,no
901,149,510,False.,7,61,28.320000,166.600000,107,18.600000,218.800000,no,6,2.210000,8.200000,131,9.370000,208.300000,393-8736,HI,0,no
902,73,415,False.,0,90,36.410000,214.200000,78,16.730000,196.800000,no,8,1.590000,5.900000,112,7.110000,157.900000,402-7626,WI,0,no
903,61,415,True.,1,123,44.200000,260.000000,127,17.890000,210.500000,no,3,2.430000,9.000000,70,10.560000,234.700000,370-2688,MD,0,no
904,161,415,True.,4,113,32.620000,191.900000,87,6.030000,70.900000,no,4,3.620000,13.400000,107,9.220000,204.800000,418-9036,WV,0,no
905,73,408,False.,0,95,36.210000,213.000000,104,16.050000,188.800000,no,3,3.650000,13.500000,89,6.130000,136.200000,417-2035,VT,0,no
906,118,415,False.,1,83,20.080000,118.100000,72,9.320000,109.600000,no,2,4.560000,16.900000,73,11.050000,245.500000,355-3602,UT,24,yes
907,23,408,False.,6,89,32.330000,190.200000,108,14.140000,166.400000,no,4,4.050000,15.000000,73,9.890000,219.800000,393-4027,CO,0,no
908,127,415,False.,0,95,13.970000,82.200000,109,13.880000,163.300000,no,6,1.380000,5.100000,104,11.920000,264.900000,418-5141,NC,25,yes
909,42,415,False.,0,80,27.850000,163.800000,123,15.110000,177.800000,no,5,2.190000,8.100000,106,8.570000,190.400000,406-1247,NJ,32,yes
910,118,415,True.,5,145,45.530000,267.800000,121,26.890000,316.400000,no,11,3.890000,14.400000,91,9.390000,208.600000,402-3892,AR,0,no
911,45,510,False.,2,91,27.170000,159.800000,86,10.230000,120.400000,no,3,2.860000,10.600000,93,7.340000,163.000000,332-2965,IA,0,no
912,50,408,False.,1,129,36.430000,214.300000,55,24.630000,289.800000,no,4,2.860000,10.600000,130,14.060000,312.500000,377-1218,GA,24,yes
913,179,510,True.,0,123,48.840000,287.300000,114,24.480000,288.000000,no,4,2.840000,10.500000,112,11.970000,266.000000,355-2464,MO,0,no
914,152,408,False.,2,122,17.200000,101.200000,87,12.040000,141.600000,no,3,2.030000,7.500000,124,8.930000,198.500000,404-4611,MO,0,no
915,105,415,False.,2,74,17.480000,102.800000,125,23.940000,281.700000,no,5,3.560000,13.200000,113,10.260000,228.100000,373-2339,WY,0,no
916,72,415,False.,0,97,18.550000,109.100000,96,9.830000,115.700000,no,6,2.240000,8.300000,84,13.310000,295.800000,410-3503,HI,0,no
917,52,408,False.,1,67,36.700000,215.900000,108,18.450000,217.000000,no,2,1.400000,5.200000,130,15.430000,342.800000,410-4739,PA,0,no
918,125,415,False.,1,110,34.580000,203.400000,97,10.940000,128.700000,no,4,2.970000,11.000000,113,8.570000,190.500000,365-3562,TX,0,no
919,143,510,False.,1,113,18.720000,110.100000,59,14.370000,169.000000,no,2,2.480000,9.200000,94,7.500000,166.700000,387-7641,VA,0,no
920,65,415,False.,1,51,18.870000,111.000000,84,18.680000,219.800000,no,14,1.190000,4.400000,89,9.090000,202.000000,385-9744,RI,0,no
921,80,415,False.,1,121,40.780000,239.900000,51,12.100000,142.300000,no,5,2.510000,9.300000,106,16.390000,364.300000,398-5006,WI,0,no
922,1,415,False.,1,107,24.620000,144.800000,66,9.560000,112.500000,no,3,3.730000,13.800000,79,9.840000,218.700000,408-3977,MS,0,no
923,60,408,False.,1,134,23.020000,135.400000,85,17.500000,205.900000,no,4,2.130000,7.900000,103,9.180000,204.000000,334-2729,KY,0,no
924,43,415,False.,1,134,14.310000,84.200000,103,6.870000,80.800000,no,2,2.920000,10.800000,79,8.820000,196.100000,334-7685,NC,0,no
925,143,415,False.,0,127,35.550000,209.100000,80,9.020000,106.100000,no,6,3.780000,14.000000,90,8.080000,179.600000,350-9228,NV,0,no
926,81,415,False.,0,117,22.120000,130.100000,61,16.660000,196.000000,no,5,3.080000,11.400000,123,6.270000,139.300000,407-5774,UT,24,yes
927,205,510,False.,2,139,29.890000,175.800000,98,13.180000,155.000000,no,5,2.110000,7.800000,64,8.130000,180.700000,413-4039,ME,24,yes
928,24,415,False.,1,104,41.120000,241.900000,112,12.340000,145.200000,no,5,1.780000,6.600000,105,9.650000,214.500000,343-2077,HI,0,no
929,74,415,False.,0,106,23.240000,136.700000,105,19.430000,228.600000,no,4,2.650000,9.800000,114,11.940000,265.300000,336-5661,OH,0,no
930,77,510,False.,1,68,11.510000,67.700000,86,16.630000,195.700000,no,2,3.240000,12.000000,137,10.640000,236.500000,355-4143,WV,0,no
931,74,415,False.,1,87,34.070000,200.400000,105,26.280000,309.200000,no,2,2.700000,10.000000,118,6.840000,152.100000,366-5918,OK,0,no
932,74,510,True.,1,103,21.390000,125.800000,96,17.650000,207.700000,yes,4,3.810000,14.100000,143,9.330000,207.400000,368-7555,KY,0,no
933,200,408,False.,1,87,21.790000,128.200000,105,11.320000,133.200000,no,2,3.020000,11.200000,123,7.990000,177.600000,408-2119,AL,0,no
934,86,408,False.,4,88,38.470000,226.300000,107,18.960000,223.000000,no,3,3.510000,13.000000,92,11.500000,255.600000,329-2789,MD,0,no
935,91,510,False.,0,107,27.590000,162.300000,115,19.880000,233.900000,no,4,2.480000,9.200000,94,12.480000,277.400000,334-1508,NE,37,yes
936,76,415,False.,2,121,38.150000,224.400000,97,12.570000,147.900000,no,2,1.810000,6.700000,74,8.270000,183.800000,337-1506,DC,0,no
937,130,415,False.,1,127,20.490000,120.500000,52,16.120000,189.700000,no,2,3.860000,14.300000,107,12.150000,270.100000,396-8400,TX,0,no
938,56,408,False.,2,90,15.490000,91.100000,115,15.240000,179.300000,no,8,3.210000,11.900000,89,13.530000,300.700000,349-2654,OH,0,no
939,117,415,False.,0,137,28.700000,168.800000,107,20.520000,241.400000,no,4,4.190000,15.500000,106,9.220000,204.800000,417-2716,DE,0,no
940,63,510,False.,2,81,26.100000,153.500000,115,24.420000,287.300000,no,5,1.760000,6.500000,85,10.360000,230.200000,402-1725,IA,0,no
941,126,415,False.,0,88,38.450000,226.200000,114,11.930000,140.300000,no,2,1.730000,6.400000,110,9.400000,208.900000,403-3229,VT,0,no
942,132,510,False.,1,107,32.620000,191.900000,127,17.590000,206.900000,no,2,3.400000,12.600000,88,12.240000,272.000000,353-6056,OR,0,no
943,81,415,True.,4,147,28.540000,167.900000,105,16.210000,190.700000,no,6,2.480000,9.200000,103,8.690000,193.000000,399-9802,NV,28,yes
944,122,415,False.,2,88,30.600000,180.000000,77,12.330000,145.000000,no,6,3.110000,11.500000,120,10.520000,233.700000,366-7069,NC,0,no
945,46,408,True.,2,67,43.760000,257.400000,91,22.190000,261.100000,no,5,3.620000,13.400000,107,9.200000,204.400000,332-5949,NJ,0,no
946,150,415,False.,1,75,29.650000,174.400000,80,14.440000,169.900000,no,4,2.970000,11.000000,130,9.070000,201.600000,393-6376,MN,28,yes
947,99,408,False.,1,83,27.150000,159.700000,121,13.210000,155.400000,no,3,2.270000,8.400000,114,11.510000,255.700000,354-7025,ID,0,no
948,87,408,False.,1,124,40.320000,237.200000,87,18.920000,222.600000,no,3,2.970000,11.000000,81,7.800000,173.300000,351-6585,AL,0,no
949,108,415,False.,1,129,17.510000,103.000000,103,20.600000,242.300000,no,3,2.130000,7.900000,89,7.660000,170.200000,330-5462,AK,0,no
950,101,415,False.,4,89,26.150000,153.800000,89,19.890000,234.000000,no,2,3.130000,11.600000,77,8.830000,196.300000,407-2292,VT,0,no
951,53,415,False.,3,86,34.870000,205.100000,95,13.640000,160.500000,no,2,2.890000,10.700000,142,6.730000,149.500000,340-3011,PA,0,no
952,132,415,False.,2,93,29.870000,175.700000,94,15.910000,187.200000,no,3,2.320000,8.600000,118,10.150000,225.500000,345-9153,AK,39,yes
953,158,510,False.,2,123,26.500000,155.900000,112,19.060000,224.200000,no,8,2.320000,8.600000,116,9.950000,221.000000,379-5503,CA,0,no
954,114,415,False.,0,109,26.250000,154.400000,142,18.820000,221.400000,no,5,2.780000,10.300000,103,9.380000,208.500000,389-6790,MS,34,yes
955,77,415,False.,2,73,35.650000,209.700000,63,15.610000,183.600000,no,3,1.920000,7.100000,111,9.250000,205.500000,408-3610,AR,23,yes
956,144,415,False.,0,69,25.500000,150.000000,73,24.300000,285.900000,yes,15,2.540000,9.400000,121,8.580000,190.600000,375-8238,NV,0,no
957,91,510,False.,3,97,39.510000,232.400000,88,15.810000,186.000000,no,3,3.320000,12.300000,128,8.570000,190.500000,378-5633,AL,23,yes
958,58,408,False.,2,100,28.120000,165.400000,87,9.830000,115.700000,no,5,3.460000,12.800000,118,8.720000,193.800000,389-9120,GA,0,no
